InChIkey,Solvent,MW,SASA,G_sol,DeltaG_sol,Volume,sol_dip,LsoluHsolv,LsolvHsolu,O_charges,C_charges,Most_neg,Most_pos,Het_charges,LogS
WTJMJAZVXNFVHB-LBOYIXSDNA-N,chloroform,509.428,461.721,-46199.0,-588.580999999991,604.2800000000001,2.38884,10.783,7.891999999999999,-2.45768,-1.57707,-0.58186,0.65969,-3.66269,-1.086186148
GRWAIJBHBCCLGS-FZOZFQFYNA-N,methanol,128.09,144.749,-21120.688,-1039.766499999998,604.2800000000001,2.38884,9.659,14.481,-1.03186,0.3556199999999999,-0.563,0.64835,-1.48213,0.561367314
GPSDUZXPYCFOSQ-BGGKNDAXNA-N,1-decanol,136.15,170.025,-21851.918,-658.3330857142828,604.2800000000001,2.38884,9.532,12.739,-1.08283,-0.48937,-0.59985,0.65452,-1.08283,-0.041037623
VPHHJAOJUJHJKD-KZFATGLANA-N,2-methyl-1-pentanol,191.013,187.66,-24556.682,-2909.0089696969662,604.2800000000001,2.38884,8.879999999999999,12.898,-1.0666,0.2375099999999999,-0.59043,0.6648,-1.1777,-0.720361364
KZTYYGOKRVBIMI-UHFFFAOYNA-N,2-pentanol,218.27,232.256,-26104.822000000004,102.96191666666346,604.2800000000001,2.38884,9.928,12.907,-1.99185,-2.1003,-0.99609,2.45597,0.4641200000000002,-1.382115627
SJEBAWHUJDUKQK-UHFFFAOYNA-N,octane,236.27,258.737,-27123.318,-631.6097599999994,604.2800000000001,2.38884,9.161,14.131,-1.0091,-0.9624,-0.50832,0.53973,-1.0091,-1.542999995
CWRYPZZKDGJXCA-UHFFFAOYNA-N,thf,154.211,187.008,-20975.972,385.95679999999993,604.2800000000001,2.38884,8.893999999999998,10.915,0.0,-1.64334,-0.29899,0.17014,0.0,0.3287872
HOKCUULFCASAQT-OLAIDOCJNA-N,acetonitrile,472.669,472.652,-46059.886000000006,-1170.2463333333362,635.558,0.894491,11.638,10.132,-1.29713,-4.28495,-0.66884,0.65407,-2.21781,-1.698970004
HVYWMOMLDIMFJA-DPAQBDIFNA-N,1-octanol,386.66,414.364,-41547.846000000005,-2786.3852727272824,541.159,2.35547,11.741,12.05,-0.61652,-5.97406,-0.61652,0.33301,-0.61652,-0.488316504
YRHRIQCWCFGUEQ-UHFFFAOYNA-N,4-methyl-2-pentanol,212.266,221.762,-24644.86,-1451.769178571427,236.332,3.1277100000000004,9.133,11.975,-0.58781,-0.7961199999999999,-0.58781,0.58969,-0.5986600000000001,-1.955300701
IPCSVZSSVZVIGE-HCKMINDGNA-N,2-butanol,256.428,352.469,-34877.132000000005,-1274.925000000003,236.332,3.1277100000000004,10.623,13.777,-1.11448,-3.56,-0.62602,0.6725,-1.11448,0.075546961
UFWIBTONFRDIAS-UHFFFAOYNA-N,1-octanol,128.173,165.583,-19442.386,154.3970303030328,236.332,3.1277100000000004,9.602,11.623,0.0,-1.28352,-0.17604,0.16265,0.0,-0.254871326
VLYWMPOKSSWJAL-YAQRNVERNA-N,n-methylformamide,280.301,280.026,-29093.970000000005,184.3145833333292,300.201,8.46055,8.695,10.251,-2.28361,-0.95913,-0.97933,2.55151,-1.49132,0.046251286
KZTYYGOKRVBIMI-UHFFFAOYNA-N,thf,218.27,231.954,-26268.802,-61.01808333333247,249.738,7.49681,9.065,12.38,-1.98945,-2.10004,-0.99486,2.45506,0.4656100000000001,0.067316296
MWPLVEDNUUSJAV-UHFFFAOYNA-N,acetone,178.233,211.323,-21533.334000000003,706.1844571428555,249.738,7.49681,8.778,8.871,0.0,-1.64539,-0.19839,0.17122,0.0,-1.236572006
ZUOUZKKEUPVFJK-UHFFFAOYNA-N,chlorobenzene,154.211,198.05,-21579.434,-760.8048148148155,201.225,0.00192076,9.336,9.205,0.0,-1.57582,-0.17687,0.16069,0.0,0.511716807
ZWLPBLYKEWSWPD-BGGKNDAXNA-N,2-butanol,136.15,166.384,-22081.602000000003,-1073.5192500000012,201.225,0.00192076,9.603,12.845,-1.10477,-0.4884,-0.60773,0.67786,-1.10477,0.243038049
ISAOCJYIOMOJEB-UHFFFAOYNA-N,acetonitrile,212.248,244.81,-26550.248000000003,-878.4753157894775,201.225,0.00192076,11.792,11.297,-1.09645,-1.0818,-0.55101,0.52323,-1.09645,-0.785990041
GSDSWSVVBLHKDQ-LQFNOIFHNA-N,water,361.372,347.931,-34288.486000000004,-522.6949999999997,201.225,0.00192076,10.632,12.414,-2.12866,-0.4477000000000001,-0.64416,0.74693,-3.0794,-1.265500001
DKYWVDODHFEZIM-GPQMBLKYNA-N,dmso,254.285,285.0,-29588.254000000004,-758.342222222218,201.225,0.00192076,7.35,11.005,-1.6597,-0.9049,-0.6094,0.63853,-1.6597,0.11483308
JWAZRIHNYRIHIV-UHFFFAOYNA-N,p-xylene,144.173,175.366,-21160.85,-237.99446153846293,201.225,0.00192076,8.101,9.216,-0.47728,-1.00134,-0.47728,0.35498,-0.47728,-0.639098903
SJEBAWHUJDUKQK-UHFFFAOYNA-N,1-heptanol,236.27,258.737,-27253.488,-761.7797599999976,201.225,0.00192076,8.408,12.881,-1.10018,-0.92965,-0.55465,0.56506,-1.10018,-1.168000002
WJFKNYWRSNBZNX-UHFFFAOYNA-N,2-methyl-1-propanol,199.27,217.299,-25182.086,-1935.4660000000003,201.225,0.00192076,9.775,11.025,0.0,-1.22423,-0.39845,0.29887,-0.43421,-1.239675221
OTLNPYWUJOZPPA-BGGKNDAXNA-N,"1,4-dioxane",167.121,179.686,-22863.914,-988.355729729723,201.225,0.00192076,7.551,12.593,-1.95367,0.0273399999999999,-0.53558,0.81866,-1.13501,-0.327902142
XRHGYUZYPHTUJZ-BGGKNDAXNA-N,2-ethoxyethanol,156.568,170.469,-22626.984,-1226.1233333333294,167.086,2.0074,8.597,12.313,-1.08156,0.07143,-0.60085,0.66709,-1.16966,-0.467531304
ZWLPBLYKEWSWPD-BGGKNDAXNA-N,3-methyl-1-butanol,136.15,166.378,-22242.024,-1233.9412499999962,164.759,2.7793,9.436,12.827,-1.10369,-0.48852,-0.60667,0.67735,-1.10369,0.127104798
BSYNRYMUTXBXSQ-WXRBYKJCNA-N,2-pentanol,180.16,197.842,-25037.238,-862.9561500000091,164.759,2.7793,9.254,13.153,-2.07104,0.32905,-0.59504,0.71639,-2.07104,-0.404503778
IYYZUPMFVPLQIF-UHFFFAOYNA-N,2-propanol,184.255,204.586,-22097.492,-311.33166666666875,164.759,2.7793,9.77,11.757,0.0,-1.37174,-0.1507,0.17061,0.03323,-1.031156471
GRWAIJBHBCCLGS-FZOZFQFYNA-N,acetone,128.09,144.869,-21470.27,-1389.3484999999964,164.759,2.7793,9.443,12.422,-1.03205,0.35083,-0.5643,0.65006,-1.47819,0.18674903
JDCMOHAFGDQQJX-UHFFFAOYNA-N,hexane,272.097,214.933,-25503.576,135.14619999999923,228.33,0.000889429,8.858,14.238,0.0,0.61141,-0.08247,0.11835,-0.6113999999999999,-0.102589721
AQIXAKUUQRKLND-UHFFFAOYSA-N,2-propanol,252.337,273.103,-29230.65,-826.1150000000016,309.745,14.1298,10.691,12.122,0.0,-0.71915,-0.52007,0.45346,-2.50815,-1.30980392
NIHNNTQXNPWCJQ-UHFFFAOYNA-N,undecane,166.222,200.685,-21550.33,-148.19900000000052,309.745,14.1298,10.338,12.912,0.0,-1.58558,-0.32139,0.17629,0.0,-0.612454904
GPSDUZXPYCFOSQ-BGGKNDAXNA-N,2-propanol,136.15,170.102,-23649.824,-2456.239085714285,309.745,14.1298,9.655,12.824000000000002,-1.09282,-0.48915,-0.6107,0.65932,-1.09282,0.299639418
RZVAJINKPMORJF-BGGKNDAXNA-N,2-ethoxyethanol,151.165,185.361,-23274.418,-355.2286842105277,309.745,14.1298,9.406,11.014,-1.14358,-0.42937,-0.64451,0.66169,-1.58316,0.092110213
AZQWKYJCGOJGHM-UHFFFAOYNA-N,dodecane,108.096,134.91,-19276.264,-432.4099999999962,125.71,0.00068916,8.509,14.841,-0.92111,0.14208,-0.46056,0.52296,-0.92111,-1.411879633
YGSDEFSMJLZEOE-BGGKNDAXNA-N,thf,138.123,157.143,-21904.97,-758.1574000000037,151.634,1.44867,8.574,12.072,-1.58292,0.1443299999999999,-0.59021,0.69108,-1.58292,0.6203443
RJKGJBPXVHTNJL-UHFFFAOYNA-N,propionitrile,173.171,192.125,-22484.112,-333.5968780487783,151.634,1.44867,10.716,10.658,-1.0179,-1.06807,-0.5103,0.8599,-0.158,0.590662274
RZVAJINKPMORJF-BGGKNDAXNA-N,formamide,151.165,185.4,-23503.102000000003,-583.9126842105288,151.634,1.44867,10.282,9.787,-1.16696,-0.4333900000000001,-0.66284,0.66492,-1.60129,0.43917474
LPEPZBJOKDYZAD-LILDFLRNNA-N,water,281.234,279.457,-29203.122,-885.0293333333284,151.634,1.44867,10.768,12.822,-1.11719,0.0255199999999999,-0.61717,0.68828,-2.11662,-4.707533349
LULAYUGMBFYYEX-BGGKNDAXNA-N,2-ethoxyethanol,156.568,170.48,-22076.226,-889.7248571428572,151.634,1.44867,8.606,12.162,-1.07414,0.0698199999999999,-0.59596,0.66058,-1.16008,0.203994409
BMLIZLVNXIYGCK-WXRBYKJCNA-N,methanol,198.652,226.249,-25268.272,-1372.5145517241365,151.634,1.44867,10.099,11.773,-0.67631,-0.43477,-0.67631,0.68298,-1.60739,-0.52
ZUOUZKKEUPVFJK-UHFFFAOYNA-N,"cis-1,2-dimethylcyclohexane",154.211,198.05,-21527.094,-708.4648148148153,151.634,1.44867,10.347,13.256,0.0,-1.52857,-0.17188,0.15649,0.0,0.119862149
XVULBTBTFGYVRC-HHUCQEJWNA-N,acetonitrile,308.503,341.378,-36534.78,-2810.506000000001,151.634,1.44867,13.727,11.321,-1.26596,-4.55874,-0.64479,0.42326,-1.26596,-0.880922677
RXKNNAKAVAHBNK-UHFFFAOYNA-N,decane,140.098,154.652,-20079.534,1448.6696842105302,151.634,1.44867,8.771,14.395,-1.48607,-0.8120499999999999,-0.53239,0.84901,-0.02471,-3.560667306
ZUOUZKKEUPVFJK-UHFFFAOYNA-N,2-pentanol,154.211,198.095,-22022.196000000004,-1203.566814814818,151.634,1.44867,10.136,12.194,0.0,-1.59783,-0.17948,0.16306,0.0,-0.234114068
RJKGJBPXVHTNJL-UHFFFAOYNA-N,1-octanol,173.171,192.187,-22471.538,-321.0228780487814,197.225,6.95593,8.747,12.18,-1.0069,-1.06333,-0.50513,0.85508,-0.15182,-0.422169961
GSDSWSVVBLHKDQ-LQFNOIFHNA-N,chloroform,361.372,342.143,-34696.23999999999,-930.448999999986,406.516,11.1827,10.101,8.165000000000001,-2.00497,-0.48028,-0.62524,0.73179,-2.90933,-1.291489539
QYSPLQLAKJAUJT-HCKMINDGNA-N,1-pentanol,331.345,312.001,-31466.556,-732.4099999999962,406.516,11.1827,8.878,12.141,-2.98031,-0.68844,-0.96965,2.50589,-1.96249,-2.551807949
ZWLPBLYKEWSWPD-BGGKNDAXNA-N,2-propoxyethanol,136.15,166.695,-22708.206,-1700.123249999997,406.516,11.1827,9.199,11.641,-1.0919,-0.49052,-0.61617,0.6793,-1.0919,0.232840005
BXRFQSNOROATLV-UHFFFAOYNA-N,chloroform,151.121,171.369,-21858.85,727.6929999999993,406.516,11.1827,9.275,9.991,-1.49136,-0.2261699999999999,-0.50771,0.83336,-0.6579999999999999,0.005949015
SATCULPHIDQDRE-UHFFFAOYNA-N,acetonitrile,150.134,168.119,-21949.954,-1457.0705454545423,406.516,11.1827,11.645,10.559,-1.30095,0.2662699999999999,-0.57367,0.45407,-1.30095,0.851869601
BXAOUWIVXLQYOZ-SPEPDGBUNA-N,chloroform,443.542,452.237,-45407.38599999999,-822.019866666662,406.516,11.1827,10.984,8.59,-2.55405,-2.19779,-0.62677,0.73021,-3.8492,-0.246416941
KZTYYGOKRVBIMI-UHFFFAOYNA-N,2-butoxyethanol,218.27,232.162,-25779.084000000003,428.6999166666647,249.674,7.439210000000001,9.586,11.855,-1.98417,-2.09889,-0.99217,2.45312,0.4689500000000002,-0.643637792
RGHHSNMVTDWUBI-UHFFFAOYNA-N,thf,122.123,152.368,-20578.75,-918.6619999999966,249.674,7.439210000000001,8.716999999999999,12.068,-1.06509,-0.1338299999999999,-0.58269,0.46332,-1.06509,0.468973716
QELSKZZBTMNZEB-UHFFFAOYNA-N,1-pentanol,180.203,220.112,-25941.098,-1062.8105454545475,249.674,7.439210000000001,9.602,12.579,-1.52148,-0.64815,-0.61061,0.68863,-1.52148,0.348809395
LULAYUGMBFYYEX-BGGKNDAXNA-N,1-hexanol,156.568,170.48,-22085.354,-898.8528571428542,166.217,4.0515,9.236,12.859000000000002,-1.07531,0.07036,-0.59724,0.6612,-1.16155,-0.067280703
LDZYRENCLPUXAX-UHFFFAOYSA-N,1-propanol,132.165,167.349,-21028.368,-1290.3266666666675,166.217,4.0515,9.927,12.057,0.0,-0.81658,-0.50562,0.30894,-0.75308,0.277838333
DCOPUUMXTXDBNB-GPQMBLKYNA-N,water,296.152,268.025,-30793.686,-2211.4494000000013,166.217,4.0515,11.167000000000002,12.961,-1.09724,-0.62092,-0.61582,0.67065,-1.67579,-4.615950221
OIGXDZJSRMPECU-UHFFFAOYNA-N,1-octanol,272.26,286.326,-29704.923999999995,859.495333333336,166.217,4.0515,8.931999999999999,12.146999999999998,-1.91663,-1.09512,-0.58172,0.867,-1.23452,0.067814511
PJANXHGTPQOBST-VAWYXSNFNA-N,hexane,180.249,233.278,-24096.144,-662.7777777777774,166.217,4.0515,10.42,13.181,0.0,-1.82615,-0.18394,0.15487,0.0,-1.124310015
CDVNZMKTJIBBBV-WXRBYKJCNA-N,1-pentanol,226.145,221.536,-26658.006,-1575.1613333333262,230.539,4.73806,8.327,14.014,-2.99408,-0.1585499999999999,-0.57053,0.87805,-1.2426,-0.823232061
BOCJQSFSGAZAPQ-UHFFFAOYNA-N,butanone,242.661,236.9,-25958.546,-787.0766530612236,256.833,1.883,7.995999999999999,10.676,-1.08003,-0.1219899999999999,-0.54359,0.57026,-1.14746,-1.13582574
BOCJQSFSGAZAPQ-UHFFFAOYNA-N,cyclohexanone,242.661,236.9,-25958.15,-786.6806530612266,256.832,1.88207,7.825,10.738,-1.07984,-0.1221199999999999,-0.5435,0.57021,-1.14724,-0.878694728
JNMRHUJNCSQMMB-XWKXFZRBNA-N,water,255.309,248.145,-27249.96,-855.9195,256.832,1.88207,10.796,13.089,-1.96132,-1.12701,-0.9882,2.52266,-0.8303699999999998,-2.405250027
ZQBAKBUEJOMQEX-UHFFFAOYNA-N,1-butanol,214.22,239.534,-26088.730000000003,-87.7677500000027,247.551,0.78723,9.353,12.595,-1.48742,-0.4475100000000001,-0.5634,0.70671,-1.48742,0.232461729
BXRFQSNOROATLV-UHFFFAOYNA-N,dmso,151.121,171.369,-21953.564,632.9789999999994,247.551,0.78723,6.364,11.551,-1.53567,-0.20633,-0.53061,0.84223,-0.6934400000000001,0.093421685
ALYNCZNDIQEVRV-BGGKNDAXNA-N,water,137.138,165.992,-21687.550000000003,-786.6142758620699,159.658,5.57191,11.089,13.149,-1.12782,0.02208,-0.63632,0.68742,-1.62635,-1.040893096
XMTQQYYKAHVGBJ-XWKXFZRBNA-N,2-pentanol,233.097,243.345,-26934.478,-1949.7864799999988,159.658,5.57191,9.739999999999998,12.003,-0.662,-0.26403,-0.662,0.68058,-1.63156,-1.084707385
MUMGGOZAMZWBJJ-DYKIIFRCNA-N,octane,288.429,300.352,-33281.846,-2484.165000000001,374.711,5.234490000000001,10.832999999999998,14.082999999999998,-1.13563,-3.23768,-0.56831,0.60885,-1.13563,-2.804903491
RZVAJINKPMORJF-BGGKNDAXNA-N,chloroform,151.165,185.144,-23482.176,-562.9866842105257,181.564,6.66164,11.075,8.102,-1.10867,-0.42428,-0.62466,0.65643,-1.55523,-2.248242498
KRKNYBCHXYNGOX-CUNNJMNPNA-N,methanol,192.125,191.96,-25671.77,-516.5978181818136,181.564,6.66164,9.93,14.422,-3.71224,1.28795,-0.60582,0.69505,-3.71224,0.51188874
BGNGWHSBYQYVRX-UHFFFAOYNA-N,toluene,149.192,191.447,-22769.366,-1103.258285714288,181.564,6.66164,8.891,8.886999999999999,-0.5469,-0.88689,-0.5469,0.44142,-0.8108500000000001,0.187520721
BSYNRYMUTXBXSQ-WXRBYKJCNA-N,1-decanol,180.16,198.026,-25020.47,-846.1881500000054,205.391,2.95902,9.259,13.191,-2.05732,0.3259599999999999,-0.58897,0.7128,-2.05732,-0.714442691
FPWNLURCHDRMHC-UHFFFAOYNA-N,methanol,188.656,217.991,-23346.24,-1381.503199999992,205.391,2.95902,9.993,12.112,0.0,-1.39961,-0.17845,0.18029,-0.11124,-0.452225295
QECIGCMPORCORE-UHFFFAOYNA-N,2-propanol,206.243,229.614,-24911.872,-1015.0368000000016,205.391,2.95902,9.068,11.982,-0.56818,-1.06234,-0.56818,0.44899,-0.56818,-1.15490196
WURBFLDFSFBTLW-UHFFFAOYNA-N,1-decanol,210.232,239.967,-25263.612,-252.9662040816329,205.391,2.95902,8.969000000000001,13.105,-0.99691,-0.67326,-0.49847,0.43765,-0.99691,-0.959999998
LETVJWLLIMJADE-GLFQYTTQNA-N,2-propanol,95.1036,125.944,-18954.824,-579.8992500000022,205.391,2.95902,9.565,12.941,0.0,-0.17663,-0.477,0.27773,-0.95712,-0.645076301
XRHGYUZYPHTUJZ-BGGKNDAXNA-N,2-butanol,156.568,170.469,-23032.486,-1631.6253333333334,205.391,2.95902,9.255,13.135000000000002,-1.08482,0.0727499999999999,-0.60438,0.66877,-1.17353,-0.797227967
FZERHIULMFGESH-BGGKNDAXNA-N,acetonitrile,135.165,175.396,-22278.218,-171.52183333333596,205.391,2.95902,12.555,10.515,-0.65189,-0.68215,-0.65189,0.66984,-1.10332,0.200256006
BBEAQIROQSPTKN-UHFFFAOYNA-N,3-methyl-1-butanol,202.255,222.477,-22116.404,-8.295014925373835,242.483,0.00161245,8.719999999999999,11.239,0.0,-1.66149,-0.17847,0.16769,0.0,-1.300930224
ZWLPBLYKEWSWPD-BGGKNDAXNA-N,2-propanol,136.15,166.84,-22200.576,-1192.4932499999995,242.483,0.00161245,9.832,12.85,-1.10032,-0.4924,-0.62518,0.68306,-1.10032,0.290034611
VFVHWCKUHAEDMY-UHFFFAOYNA-N,methanol,185.566,187.804,-23087.612,-1292.5557142857106,187.54,7.47785,8.605,13.33,-1.57147,0.0039899999999999,-0.55078,0.87135,-0.7472900000000001,-20.0
LNEPOXFFQSENCJ-UHFFFAOYNA-N,water,375.87,394.655,-35743.478,-501.5462222222268,187.54,7.47785,10.797,12.957,-1.22252,-2.06736,-0.61819,0.61652,-1.85754,-4.284205113
GRWAIJBHBCCLGS-FZOZFQFYNA-N,water,128.09,144.749,-21073.164,-992.2424999999968,135.878,7.265129999999999,10.92,15.666,-1.03455,0.35907,-0.56617,0.64997,-1.48963,0.083567955
AQIXAKUUQRKLND-UHFFFAOYSA-N,acetonitrile,252.337,282.776,-29533.924,-1129.3889999999992,135.878,7.265129999999999,12.873,10.499,0.0,-0.68422,-0.54636,0.46692,-2.52743,-1.958607315
WBYWAXJHAXSJNI-KZFATGLANA-N,p-xylene,148.161,181.279,-22832.558,-573.0223750000005,182.716,3.5049400000000004,8.289000000000001,10.253,-1.04738,-0.43499,-0.58055,0.66437,-1.04738,-1.559642003
OTLNPYWUJOZPPA-BGGKNDAXNA-N,ethanol,167.121,179.815,-23144.176,-1268.6177297297254,176.594,4.55167,8.43,13.535,-2.06009,0.07317,-0.58452,0.84499,-1.2151,-0.853871964
FPWNLURCHDRMHC-UHFFFAOYNA-N,ethanol,188.656,217.991,-23368.472,-1403.7351999999955,223.751,2.45071,10.013000000000002,12.215,0.0,-1.39802,-0.1784,0.18007,-0.11084,-0.250263684
FAOHQGXEASKQDL-AHPDCHJINA-N,1-propanol,215.685,248.777,-28393.20800000001,-2364.186545454555,223.751,2.45071,9.435,12.598,0.0,-0.1136200000000001,-0.56395,0.494,-2.40441,-1.248036052
HEWGVSGLMQJYHJ-UHFFFAOYNA-N,butanone,288.048,229.267,-26281.132,321.0156666666626,241.067,4.68355,8.078,10.646,-0.99273,0.7697700000000001,-0.49649,0.61906,-1.67214,-0.925761859
PEGCITODQASXKH-UHFFFAOYNA-N,m-xylene,216.219,242.335,-27330.374,-251.9757142857052,265.856,6.44869,8.836,10.481,-0.95407,-2.67242,-0.95407,1.45705,0.50298,-0.868872581
ODVLMCWNGKLROU-KZFATGLANA-N,methanol,180.16,196.532,-23565.916,-98.6987999999983,198.565,2.6178600000000003,10.095,11.82,-1.85142,0.16081,-0.60725,0.68346,-1.85142,-0.018505776
DAUAQNGYDSHRET-KZFATGLANA-N,2-pentanol,182.176,208.269,-25879.422,-1530.0058461538429,210.066,2.29186,9.427,11.963,-1.83613,-0.0617599999999999,-0.60952,0.668,-1.83613,-1.267000002
RZVAJINKPMORJF-BGGKNDAXNA-N,1-hexanol,151.165,185.528,-23730.36,-811.1706842105268,210.066,2.29186,10.035,11.713,-1.146,-0.4296200000000001,-0.64631,0.66218,-1.58496,-0.578648587
RJKGJBPXVHTNJL-UHFFFAOYNA-N,tert-butylcyclohexane,173.171,192.125,-22419.138,-268.62287804878,197.458,5.99449,8.782,13.395,-0.95386,-1.03802,-0.47837,0.83042,-0.12344,-0.752602315
CMWTZPSULFXXJA-GTNTULIANA-N,2-methyl-1-propanol,230.263,261.312,-28128.896,-442.9517714285721,278.124,5.2189,9.247,11.676,-1.48788,-1.10475,-0.6029,0.6416,-1.48788,-1.036212173
VLYWMPOKSSWJAL-YAQRNVERNA-N,chloroform,280.301,279.88,-29340.11800000001,-61.83341666667184,278.124,5.2189,10.178,8.416,-2.27628,-0.95662,-0.97622,2.55248,-1.4461099999999998,-1.785687269
WURBVZBTWMNKQT-UHFFFAOYNA-N,hexane,293.752,303.32,-30671.196,-1530.883714285712,345.174,4.31453,10.174,13.81,-0.8027500000000001,-1.31186,-0.52855,0.42384,-1.55973,-2.08971169
GVIJJXMXTUZIOD-UHFFFAOYNA-N,decane,216.315,223.495,-23372.448,-373.8103157894693,239.587,1.6792699999999998,10.258,12.651,0.0,-1.27736,-0.13939,0.16844,-0.03393,-1.522878745
SWJPEBQEEAHIGZ-UHFFFAOYNA-N,water,235.906,168.859,-20971.342,-1951.909176470592,239.587,1.6792699999999998,11.166,13.721,0.0,-0.5527,-0.13913,0.18634,-0.19223,-4.070000019
FPWNLURCHDRMHC-UHFFFAOYNA-N,water,188.656,217.6,-23212.31,-1247.5731999999916,239.587,1.6792699999999998,11.257,13.297999999999998,0.0,-1.40491,-0.17902,0.18063,-0.11214,-5.177451099
BXAOUWIVXLQYOZ-SPEPDGBUNA-N,cyclohexane,443.542,446.815,-44890.28,-304.9138666666695,239.587,1.6792699999999998,10.171,13.314,-2.45614,-2.19151,-0.61682,0.72406,-3.77938,-2.1124032833770494
NQTPEBUGIFUYEC-UHFFFAOYNA-N,methanol,227.262,268.019,-27720.139999999992,-709.189666666658,239.587,1.6792699999999998,9.673,11.777,-0.8713299999999999,-1.15364,-0.48821,0.35919,-1.241,-0.886056648
XRHGYUZYPHTUJZ-BGGKNDAXNA-N,2-isopropoxyethanol,156.568,170.601,-22601.734000000004,-1200.8733333333366,239.587,1.6792699999999998,8.786,11.942,-1.07927,0.07061,-0.59839,0.66593,-1.16694,-0.512461185
XMTQQYYKAHVGBJ-XWKXFZRBNA-N,tert-butylcyclohexane,233.097,243.451,-27077.222,-2092.5304800000013,251.514,6.21239,9.897,13.059,-0.59875,-0.23915,-0.59875,0.67437,-1.57553,-3.358707379
YNPNZTXNASCQKK-UHFFFAOYNA-N,1-butanol,178.233,209.472,-22814.922,-433.34216666666543,251.514,6.21239,9.388,11.62,0.0,-1.6329,-0.17508,0.16754,0.0,-0.716722335
PJANXHGTPQOBST-VAWYXSNFNA-N,nonane,180.249,233.263,-24119.934,-686.5677777777782,251.514,6.21239,10.2,12.796,0.0,-1.83045,-0.18426,0.15522,0.0,-1.107026907
PYZRQGJRPPTADH-KGJHZMDYNA-N,n-methyl-2-pyrrolidone,256.094,243.409,-27112.098,-1525.0679999999993,251.514,6.21239,7.981999999999999,11.048,0.0,0.26567,-0.52945,0.39865,-1.95298,-1.232844134
GVIJJXMXTUZIOD-UHFFFAOYNA-N,octane,216.315,223.654,-23475.512,-476.8743157894714,251.514,6.21239,10.411,12.582999999999998,0.0,-1.27736,-0.1394,0.16845,-0.034,-1.612330838
HCUARRIEZVDMPT-WXRBYKJCNA-N,1-propanol,161.16,184.324,-22880.49,-640.653999999995,182.922,4.16798,9.256,11.736,-1.0817,-0.27051,-0.59316,0.67847,-1.24156,-0.058287809
GSBSDUZVSCTUKA-PKSOQXRJNA-N,hexane,288.345,298.929,-28673.942000000003,2.3889333333281684,182.922,4.16798,9.706,12.45,-1.0547,-1.69774,-0.56459,0.64364,-1.0547,-1.4488776021929823
AQIXAKUUQRKLND-UHFFFAOYSA-N,butanone,252.337,290.304,-29479.806,-1075.270999999997,182.922,4.16798,10.148,9.723,0.0,-0.7915099999999999,-0.49601,0.42606,-2.41704,-1.920818754
IKGXIBQEEMLURG-NVPNHPEKNA-N,ethanol,610.524,495.121,-49552.98399999999,59.9737142857266,182.922,4.16798,9.08,12.153,-7.98883,0.99767,-0.62921,0.60745,-7.98883,-1.080669302
PCZOHLXUXFIOCF-BXMDZJJMNA-N,butanone,404.545,404.664,-42469.754,-2138.437333333335,182.922,4.16798,10.322,9.594,-2.70349,-3.1834800000000003,-0.62287,0.72403,-2.70349,-0.894422394
JTEGQNOMFQHVDC-IRNSGEEPNA-N,1-butanol,229.253,218.488,-27483.964000000004,-1723.3583999999937,182.922,4.16798,9.704,12.345,-1.66071,0.88948,-0.66183,0.72484,-3.31495,-1.536399721
WURBFLDFSFBTLW-UHFFFAOYNA-N,methanol,210.232,239.777,-26062.754,-1052.1082040816327,182.922,4.16798,9.019,12.964,-1.02081,-0.66717,-0.5105,0.4434,-1.02081,-0.729999999
BBEAQIROQSPTKN-UHFFFAOYNA-N,2-propanol,202.255,222.477,-22120.172,-12.063014925370226,182.922,4.16798,9.062,11.260000000000002,0.0,-1.6665,-0.17863,0.16819,0.0,-1.424812155
WXTMDXOMEHJXQO-KZFATGLANA-N,acetone,154.122,166.679,-22270.24,15.141142857144589,162.271,0.46308,8.987,9.87,-2.06031,0.38648,-0.58385,0.67974,-2.06031,0.335457901
IKGXIBQEEMLURG-NVPNHPEKNA-N,1-propanol,610.524,525.193,-49559.19000000001,53.76771428570646,653.0709999999999,3.91418,8.956000000000001,12.236,-8.04218,1.01849,-0.63032,0.62761,-8.04218,-1.576360876
SKZKKFZAGNVIMN-FSHFIPFONA-N,1-heptanol,137.138,161.154,-21235.270000000004,-736.0581176470587,156.615,6.42511,9.603,12.371,-1.1843,0.0587499999999999,-0.67908,0.64151,-1.70596,-0.66756154
NIHNNTQXNPWCJQ-UHFFFAOYNA-N,hexadecane,166.222,200.685,-21504.848,-102.71699999999691,207.067,0.566325,10.31,12.783,0.0,-1.58558,-0.32139,0.17629,0.0,-0.619811483
RZVAJINKPMORJF-BGGKNDAXNA-N,1-tert-butoxy-2-propanol,151.165,185.345,-23415.712,-496.52268421052577,181.626,6.968680000000001,9.597,10.689,-1.13139,-0.42729,-0.63537,0.65992,-1.57328,-0.549915377
AAOVKJBEBIDNHE-UHFFFAOYNA-N,n-methyl-2-pyrrolidone,284.745,289.263,-29429.188,-877.9703999999983,324.523,5.799919999999999,8.36,10.526,-0.61255,-0.92733,-0.61255,0.59939,-1.3909200000000002,0.119585775
